ilju_a,ilju_b,케미_점수,케미_타입,종합_분석,연애_스타일,주의_포인트,럭키_데이트,생성시각
戊辰(무진),丙午(병오),92,갓벽한 화력 커플,"듬직한 산 같은 무진(戊辰)과 뜨거운 태양 같은 병오(丙午)가 만난 '에너지 맛집' 궁합! 병오의 화끈한 열정이 무진의 넓은 대지를 환하게 비춰주니, 서로의 자존감을 무한 벌크업 시켜주는 시너지 미친 조합이에요. 함께 있으면 세상 무엇도 두렵지 않은 무적의 텐션 세계관이 펼쳐집니다.","보는 사람도 뜨거워지는 핫한 연애 바이브! 서로의 일에 리스펙이 넘치고, 데이트할 때도 스케일 큰 계획이나 힙한 핫플을 도장 깨기 하듯 즐기는 당당하고 쿨한 찐사랑 스타일이에요.",둘 다 에너지가 워낙 빵빵해서 가끔 자기주장 텐션이 폭발할 수 있어요! 그럴 땐 '누가 더 잘났나'보다 '우리 팀워크 최고다'라는 마인드로 서로를 치켜세워주면 소울메이트 각 완성!,"화려한 시티뷰 루프탑, 페스티벌 직관, 럭셔리 호캉스",2026-03-07 00:35:39
戊辰(무진),辛亥(신해),88,금쪽같은 힐링 케미,든든하고 듬직한 대지 '무진'과 반짝이는 보석 같은 '신해'가 만났네요! 무진의 넓은 품이 신해의 섬세한 텐션을 완벽하게 커버해주는 구조예요. 토생금(土生金) 시너지로 서로의 능력을 무한 서포트하며 함께 성장하는 '갓생 커플' 그 자체! 서로의 다름이 오히려 갓벽한 퍼즐처럼 맞물리는 세계관이에요.,무진이 묵묵히 기둥이 되어주면 신해가 세련된 센스로 데이트 퀄리티를 수직 상승시키는 바이브! 힙한 전시회를 가거나 미식 투어를 즐길 때 서로의 취향 차이를 리스펙하는 세련된 연애 스타일이에요.,"가끔 무진이 너무 과묵하거나 신해가 너무 예민해질 때가 있겠지만, 이건 서로를 향한 찐관심의 증거! '오늘 기분 어때?' 한 마디면 다시 꿀 떨어지는 텐션 회복 가능해요.","오마카세 투어, 조용한 LP바, 도심 속 호캉스",2026-03-07 00:36:26
戊辰(무진),丙辰(병진),95,무적의 갓생 커플,"광활한 대지 '무진'과 그 위를 찬란하게 비추는 태양 '병진'의 만남! 화생토(火生土) 시너지가 폭발하며 서로의 야망을 풀충전해주는 갓벽한 조합이에요. 같은 '진(辰)'의 에너지를 공유해서 말 안 해도 통하는 텔레파시가 미쳤고, 함께 있으면 세상 모든 행운을 다 끌어당기는 자석 같은 텐션 세계관을 보여줍니다.","서로의 커리어와 꿈을 응원하는 고자극 윈윈 연애! 같이 공부하거나 운동할 때 텐션이 수직 상승하며, 화려한 핫플보다는 우리만의 아지트에서 깊은 대화를 나누는 딥한 바이브를 즐겨요.",둘 다 에너지가 너무 강해서 가끔 고집 배틀이 벌어질 수 있어요! '내가 맞아'보다는 '우리 생각이 같네'라고 한 발짝만 물러나면 세상 어디에도 없는 독보적 소울메이트 각!,"러닝 크루 활동, 대형 도서관 데이트, 야경 보이는 루프탑",2026-03-07 00:37:11
戊辰(무진),辛酉(신유),94,보석 발굴 케미,듬직한 대지 '무진' 속에 숨겨진 눈부신 다이아몬드 '신유'를 발견한 운명적 만남! 토생금(土生金) 시너지가 미쳐서 무진의 넓은 포용력이 신유의 날카로운 매력을 빛나는 보석으로 업그레이드해 줘요. 서로의 존재만으로도 자존감이 수직 상승하는 텐션 세계관이라 함께 있으면 세상 화려한 주인공 바이브가 뿜뿜합니다.,무진의 묵직한 '너 하고 싶은 거 다 해' 모먼트와 신유의 트렌디한 센스가 만나 럭셔리하고 힙한 연애가 지속돼요. 서로를 향한 리스펙이 베이스라 남들 부러움 사는 워너비 커플 스타일!,"가끔 신유의 팩폭에 무진이 서운할 수 있지만, 이건 다 애정 필터링 거친 조언이라는 거! '너 말대로 하니 역시 최고다' 한마디면 밀당 천재들만의 찐사랑 모드 무한 유지 가능해요.","팝업 스토어 투어, 프리미엄 영화관, 힙한 칵테일 바",2026-03-07 00:37:48
己巳(기사),丙寅(병인),82,고농축 성장 케미,똑 부러지는 기사(己巳)와 뜨거운 열정의 병인(丙寅)이 만난 갓생 커플! 병인의 목생화(木生火) 에너지가 기사의 대지를 따뜻하게 비춰주니 서로의 성장을 무한 서포트하는 시너지 미친 조합이에요. 서로 다른 매력이 자석처럼 끌리는 텐션 세계관이라 함께 있으면 아이디어가 샘솟고 인생 텐션이 수직 상승하는 걸 경험할 수 있어요.,"서로의 커리어와 꿈을 응원하며 앞서나가는 '파워 연애' 스타일! 힙한 자기계발 커뮤니티나 핫한 러닝 크루에서 같이 땀 흘릴 때 케미 폭발하며, 서로의 똑똑한 모먼트에 입덕하는 스마트한 바이브예요.","가끔 서로의 에너지가 너무 뜨거워서 의견 차이가 생길 수 있지만, 이건 더 나은 우리를 위한 빌드업! '오늘도 우리 팀워크 지렸다'라며 하이파이브 한 번이면 밀당 천재들의 찐사랑 완성이에요.","테니스 데이트, 와인 바, 원데이 클래스",2026-03-07 00:38:27
己巳(기사),辛未(신미),89,갓벽한 상생 케미,알잘딱깔센 '기사'와 시크한 보석 '신미'가 만났네요! 기사의 따뜻한 대지가 신미라는 빛나는 원석을 품어주는 토생금(土生金) 시너지가 미쳤어요. 서로의 감각을 리스펙하며 함께 있으면 인생 퀄리티가 수직 상승하는 텐션 세계관! 말하지 않아도 통하는 소울메이트 각이라 캡처 각 잡히는 비주얼 커플 확정입니다.,트렌디한 팝업 스토어나 갤러리를 즐기는 세련된 데이트 바이브! 서로의 스타일링을 봐주며 칭찬 배틀하는 모습이 인스타 릴스 재질이에요. 센스 넘치는 대화로 꽉 찬 스마트한 연애 스타일!,둘 다 예민한 미적 감각을 가져서 가끔은 팩폭이 오갈 수 있어요. 하지만 이건 더 완벽한 우리를 위한 피드백! '오늘도 내 편이라 든든해'라는 다정한 한마디면 찐사랑 모드 무한 유지 가능해요.,"편집숍 투어, 미디어 아트 전시, 와인 페어링",2026-03-07 00:39:07
己巳(기사),丙子(병자),84,단짠 밸런스 케미,똑 부러지는 황금 뱀 '기사'와 부드러운 카리스마 '병자'의 만남! 뜨거운 화(火) 기운과 유연한 수(水) 기운이 만나 서로의 부족한 텐션을 채워주는 시너지 미쳤다! 기사가 중심을 딱 잡아주면 병자가 화려하게 빛내주는 구조라 함께 있을 때 더 돋보이는 소울메이트 각이에요.,서로의 다름이 오히려 자극이 되는 고농축 연애 바이브! 차분하게 힐링하다가도 갑자기 텐션 폭발하는 반전 매력이 있어요. 서로의 사생활을 리스펙하면서도 챙길 건 다 챙겨주는 찐사랑 스타일!,가끔 기사의 현실적인 모먼트와 병자의 이상적인 텐션이 부딪힐 수 있어요. 하지만 이건 서로의 세계관을 넓혀주는 빌드업! '오히려 좋아' 마인드로 소통하면 케미 폭발 확정!,"야경 시티 투어, 재즈 바, 테라스 브런치",2026-03-07 00:40:00
己巳(기사),辛巳(신사),91,골든 시너지 커플,알잘딱깔센 '기사'와 시크한 보석 '신사'가 만난 역대급 비주얼 조합! 두 사람 모두 뜨거운 열정을 품은 '사(巳)' 에너지를 공유해서 말 안 해도 통하는 텔레파시가 미쳤어요. 기사의 든든한 서포트와 신사의 예리한 감각이 만나면 인생 폼 미쳤다 소리 절로 나오는 소울메이트 각! 서로를 빛내주는 토생금(土生金) 텐션이 폭발하는 중이에요.,어딜 가나 주인공 대접받는 핫한 커플 바이브! 서로의 스타일링을 체크해주며 갓생을 응원하는 쿨하고 스마트한 연애를 즐겨요. 남들 눈 신경 안 쓰고 우리만의 세상을 만드는 힙한 분위기가 특징!,"둘 다 자기 주관이 뚜렷해서 가끔 '답정너' 모먼트가 올 수 있어요. 그럴 땐 '역시 네 말이 정답이야'라는 칭찬 한 스푼만 더해주면 갈등 순삭, 찐사랑 텐션 바로 회복 가능!","럭셔리 글램핑, 명품 팝업스토어, 미술관 투어",2026-03-07 00:40:46
己巳(기사),丙戌(병술),88,갓생 시너지 커플,따스한 햇살 같은 병술과 촉촉하고 영리한 기사가 만난 텐션! 병술의 열정이 기사의 성실함을 깨워주니 서로의 인생을 업그레이드해 주는 갓생 케미예요. 화(火)와 토(土)가 만나 에너지가 폭발하는 조합이라 함께 있을 때 세상 무서울 게 없는 무적의 자신감이 뿜뿜! 서로의 야망을 응원하는 쿨한 소울메이트 바이브가 느껴지네요.,서로의 커리어와 취미를 존중하면서도 만날 땐 화끈하게 노는 스타일! 맛집 탐방이나 힙한 팝업 스토어 투어를 즐기며 서로에게 영감을 주는 세련된 데이트가 찰떡이에요.,둘 다 에너지가 넘쳐서 가끔은 고집이 충돌할 수 있어요. 그럴 땐 '누가 더 잘났나' 대결하기보다 서로의 리더십을 번갈아 인정해 주면 텐션이 더 폼 미치게 올라갈 거예요!,"루프탑 와인바, 전시회 관람, 야간 드라이브",2026-03-07 00:41:39
己巳(기사),辛卯(신묘),82,보석함 커플,기사 일주의 따뜻한 대지가 신묘 일주의 반짝이는 보석을 품어주는 포근한 세계관! 토생금 시너지가 미쳐서 서로를 돋보이게 해주는 갓벽한 조합이에요. 기사가 판을 깔아주면 신묘가 화려하게 빛나는 구조라 함께 있으면 자존감 수직 상승하는 찐사랑 바이브가 넘쳐나요.,세련된 감각이 돋보이는 힙한 연애! 신묘의 트렌디한 안목과 기사의 안정감이 만나 인스타 감성 낭낭한 핫플 데이트를 즐기는 편이에요.,가끔 기사의 열정과 신묘의 예민함이 만날 때 텐션이 튈 수 있어요. 그럴 땐 서로의 다름을 '유니크한 매력'으로 리스펙해주면 케미 폭발 확정!,"팝업 스토어, 프라이빗 전시회, LP 바",2026-03-07 00:42:17
己巳(기사),丙申(병신),92,운명적 자석 케미,기사의 따뜻한 대지와 병신의 화려한 보석이 만난 갓벽한 시너지! 서로 끌어당기는 힘이 미쳐서 첫 만남부터 '너 내 소울메이트 각?' 소리 나오는 운명적 조합이에요. 화(火)와 금(金)의 에너지가 만나 서로를 더 반짝이게 제련해 주니 함께 있을 때 본인들의 매력이 200% 폭발하는 텐션 세계관을 보여줍니다.,화려하고 폼 미친 연애 스타일! 힙한 라운지 바나 드라이브처럼 남들 시선 사로잡는 화끈한 바이브를 즐겨요. 서로의 비주얼에 감탄하며 릴스 찍기 딱 좋은 핫가이 핫걸 커플입니다.,둘 다 에너지가 워낙 강해서 가끔 기 싸움이 벌어질 수 있어요! 그럴 땐 누가 맞는지 따지기보다 '우린 너무 잘나서 그래'라고 쿨하게 넘겨주는 센스를 발휘하면 찐사랑 유지 가능!,"루프탑 파티, 명품 쇼핑, 호캉스",2026-03-07 00:43:07
己巳(기사),辛丑(신축),98,운명적 갓벽 커플,기사와 신축의 만남은 그야말로 시너지 미쳤다! 찰떡궁합의 정석인 합(合) 에너지가 흐르고 있어 눈빛만 봐도 통하는 소울메이트 각이에요. 기사가 판을 깔아주면 신축이 화려하게 보석처럼 빛나는 텐션 세계관! 서로를 완성해 주는 오행 밸런스가 완벽해서 시간이 갈수록 깊어지는 찐사랑 바이브를 보여줍니다.,안정감과 신뢰가 팍팍 느껴지는 편안한 바이브! 굳이 말하지 않아도 서로의 니즈를 파악하는 센스 만점 데이트를 즐겨요. 함께 있으면 세상 차분해지면서도 텐션은 은근히 높은 고급스러운 연애 스타일입니다.,둘 다 생각이 깊어서 가끔은 진지해질 때가 있어요. 그럴 땐 '진지 모드' 대신 '장난 모드' 버튼을 눌러보세요! 가벼운 농담 한마디면 다시 케미 폭발하는 무적으로 복귀 완료!,"다이닝 바, 미술관 투어, 홈파티",2026-03-07 00:43:58
己巳(기사),丙午(병오),85,풀파티 케미,뜨거운 태양 병오와 따뜻한 대지 기사가 만난 핫한 텐션 세계관! 두 사람 모두 화(火) 기운이 낭낭해서 만나기만 하면 텐션이 수직 상승해요. 기사의 스마트함이 병오의 열정을 멋지게 서포트해주니 서로가 서로에게 최고의 팬이 되어주는 시너지 미쳤다! 같이 있으면 에너지가 풀충전되는 무적의 콤비예요.,어딜 가나 주인공이 되는 화려한 바이브! 힙한 페스티벌이나 핫플에서 에너지를 발산하는 데이트가 찰떡이에요. 표현도 화끈하게 주고받는 편이라 주변에서 찐사랑 커플로 소문날 확률 200%!,둘 다 에너지가 너무 뜨거워서 가끔은 과열될 수 있어요! 그럴 땐 차분한 차 한 잔이나 물멍으로 온도를 살짝 낮춰주는 센스만 발휘하면 롱런하는 갓생 커플 등극 가능!,"뮤직 페스티벌, 인피니티 풀, 심야 드라이브",2026-03-07 00:44:38
己巳(기사),辛亥(신해),68,성장형 커플,뜨겁고 단단한 기사와 쿨하고 반짝이는 신해가 만난 역동적인 텐션 세계관! 서로 정반대의 에너지를 가졌기에 첫눈에 강하게 끌리는 밀당 천재 조합이에요. 서로의 부족한 부분을 채워주며 세상을 넓혀가는 중이라 함께 있으면 지루할 틈이 없는 시너지 미쳤다! 서로를 자극하며 함께 성장하는 서사가 영화 한 편 뚝딱이에요.,예측 불가능한 짜릿함이 가득한 바이브! 기사의 추진력과 신해의 섬세한 감각이 만나 매번 새로운 핫플을 도장 깨기 하는 활동적인 연애 스타일이에요. 같이 있으면 텐션이 롤러코스터처럼 오르내리는 힙한 분위기!,서로의 속도가 다를 때 생기는 긴장감조차 찐사랑의 증거! 기사의 직진 본능과 신해의 자유로움이 충돌할 땐 '다름이 곧 매력'이라는 마인드로 쿨하게 대화하면 케미 폭발 확정이에요.,"액티비티 체험, 테마파크, 야간 스케이트",2026-03-07 00:45:17
己巳(기사),丙辰(병진),94,햇살 맛집 케미,뜨겁고 유능한 뱀(기사)과 당당하고 여유로운 용(병진)이 만난 역대급 시너지! 두 사람 모두 화(火)와 토(土)의 에너지가 빵빵해서 같이 있으면 텐션 세계관이 확 확장되는 기분이에요. 병진의 리더십이 기사의 스마트함을 만나면 현실판 갓생 커플 등극! 서로를 리스펙하는 마음이 커서 찐사랑 포텐이 제대로 터지는 조합입니다.,어딜 가나 주인공이 되는 럭셔리하고 여유로운 바이브! 힙한 브런치 맛집이나 전시회에서 서로 인생샷 찍어주며 릴스 올리기 딱 좋은 세련된 연애를 즐겨요.,둘 다 에너지가 넘쳐서 가끔은 자기주장이 빡세질 수 있어요! 그럴 땐 '누가 더 맞나' 따지기보다 '우리는 한 팀'이라는 마인드로 져주는 척하는 유연함만 챙기면 게임 끝!,"루프탑 카페, 요트 투어, 팝업 스토어",2026-03-07 00:45:54
己巳(기사),辛酉(신유),96,다이아몬드 케미,기사의 따스한 대지가 신유라는 눈부신 보석을 정성스럽게 닦아주는 형상! 토생금 시너지가 폭발해서 함께 있을 때 서로의 가치가 떡상하는 운명적 조합이에요. 신유의 쿨한 카리스마와 기사의 스마트한 포용력이 만나면 세상 힙한 연애 세계관 완성! 서로가 서로에게 가장 확실한 편이 되어주는 찐사랑 바이브가 느껴지네요.,세련된 감각이 돋보이는 럭셔리 연애! 힙한 편집숍을 돌거나 파인 다이닝에서 미식 기록을 남기는 고퀄리티 바이브를 즐겨요. 서로의 비주얼에 감탄하며 릴스 찍기 바쁜 갓벽한 커플!,가끔 신유의 날카로운 팩폭에 기사가 살짝 서운할 수 있어요. 그럴 땐 '다 잘되라고 하는 애정 표현'이라고 긍정 회로 돌려주면 텐션 유지 쌉가능! 서로 리스펙만 챙기면 게임 끝이에요.,"편집숍 투어, 와인 바, 미디어 아트 전시",2026-03-07 00:46:41
